date,0,OT
2016/7/3 18:00,102,3483
2016/7/3 19:00,23,3575
2016/7/3 20:00,67,3560
2016/7/3 21:00,47,3595
2016/7/3 22:00,29,3404
2016/7/3 23:00,74,3403
2016/7/4 0:00,56,3572
2016/7/4 1:00,56,3681
2016/7/4 2:00,20,3495
2016/7/4 3:00,24,3419
2016/7/4 4:00,22,3242
2016/7/4 5:00,20,3049
2016/7/4 6:00,22,2925
2016/7/4 7:00,17,2907
2016/7/4 8:00,20,2823
2016/7/4 9:00,18,2905
2016/7/4 10:00,61,2952
2016/7/4 11:00,70,2989
2016/7/4 12:00,90,2821
2016/7/4 13:00,78,2884
2016/7/4 14:00,69,3111
2016/7/4 15:00,77,3486
2016/7/4 16:00,36,3379
2016/7/4 17:00,45,3317
2016/7/4 18:00,49,2959
2016/7/4 19:00,100,3073
2016/7/4 20:00,81,3633
2016/7/4 21:00,41,3612
2016/7/4 22:00,27,3332
2016/7/4 23:00,63,3436
2016/7/5 0:00,55,3417
2016/7/5 1:00,46,3514
2016/7/5 2:00,32,3369
2016/7/5 3:00,58,3223
2016/7/5 4:00,27,3049
2016/7/5 5:00,73,2960
2016/7/5 6:00,74,2908
2016/7/5 7:00,71,2883
2016/7/5 8:00,56,2872
2016/7/5 9:00,55,3067
2016/7/5 10:00,47,3103
2016/7/5 11:00,108,3397
2016/7/5 12:00,76,3485
2016/7/5 13:00,18,3473
2016/7/5 14:00,15,3468
2016/7/5 15:00,63,3476
2016/7/5 16:00,67,3390
2016/7/5 17:00,32,3037
2016/7/5 18:00,66,3476
2016/7/5 19:00,66,3751
2016/7/5 20:00,32,3619
2016/7/5 21:00,61,3549
2016/7/5 22:00,74,3348
2016/7/5 23:00,77,3471
2016/7/6 0:00,79,3638
2016/7/6 1:00,68,3876
2016/7/6 2:00,22,3724
2016/7/6 3:00,24,3566
2016/7/6 4:00,23,3383
2016/7/6 5:00,78,3178
2016/7/6 6:00,38,3080
2016/7/6 7:00,63,3043
2016/7/6 8:00,76,2982
2016/7/6 9:00,50,3127
2016/7/6 10:00,13,3044
2016/7/6 11:00,60,3198
2016/7/6 12:00,66,3337
2016/7/6 13:00,90,3396
2016/7/6 14:00,66,3488
2016/7/6 15:00,67,3396
2016/7/6 16:00,95,3340
2016/7/6 17:00,70,3444
2016/7/6 18:00,68,3436
2016/7/6 19:00,91,3555
2016/7/6 20:00,32,3505
2016/7/6 21:00,56,3450
2016/7/6 22:00,73,3297
2016/7/6 23:00,50,3401
2016/7/7 0:00,49,3670
2016/7/7 1:00,65,3876
2016/7/7 2:00,20,3549
2016/7/7 3:00,18,3398
2016/7/7 4:00,20,3223
2016/7/7 5:00,18,3111
2016/7/7 6:00,18,3003
2016/7/7 7:00,20,2935
2016/7/7 8:00,15,2840
2016/7/7 9:00,15,2920
2016/7/7 10:00,61,2999
2016/7/7 11:00,67,3000
2016/7/7 12:00,67,3019
2016/7/7 13:00,67,2999
2016/7/7 14:00,78,3116
2016/7/7 15:00,58,3097
2016/7/7 16:00,18,3069
2016/7/7 17:00,70,3073
2016/7/7 18:00,70,3038
2016/7/7 19:00,70,3044
2016/7/7 20:00,100,3107
2016/7/7 21:00,76,3237
2016/7/7 22:00,75,3114
2016/7/7 23:00,52,3232
2016/7/8 0:00,58,3413
2016/7/8 1:00,61,3482
2016/7/8 2:00,24,3260
2016/7/8 3:00,22,3098
2016/7/8 4:00,22,2954
2016/7/8 5:00,20,2925
2016/7/8 6:00,22,2855
2016/7/8 7:00,22,2819
2016/7/8 8:00,22,2818
2016/7/8 9:00,21,2815
2016/7/8 10:00,59,2769
2016/7/8 11:00,61,2714
2016/7/8 12:00,79,2709
2016/7/8 13:00,66,2761
2016/7/8 14:00,67,2763
2016/7/8 15:00,50,2834
2016/7/8 16:00,12,2890
2016/7/8 17:00,54,2863
2016/7/8 18:00,95,2800
2016/7/8 19:00,73,2825
2016/7/8 20:00,22,2859
2016/7/8 21:00,59,2923
2016/7/8 22:00,76,2821
2016/7/8 23:00,56,2801
2016/7/9 0:00,66,2771
2016/7/9 1:00,52,2743
2016/7/9 2:00,20,2752
2016/7/9 3:00,23,2681
2016/7/9 4:00,20,2705
2016/7/9 5:00,22,2680
2016/7/9 6:00,22,2608
2016/7/9 7:00,22,2700
2016/7/9 8:00,22,2702
2016/7/9 9:00,20,2784
2016/7/9 10:00,64,2820
2016/7/9 11:00,71,3286
2016/7/9 12:00,95,3350
2016/7/9 13:00,67,3366
2016/7/9 14:00,67,3500
2016/7/9 15:00,68,3380
2016/7/9 16:00,81,3311
2016/7/9 17:00,46,3310
2016/7/9 18:00,13,3375
2016/7/9 19:00,69,3468
2016/7/9 20:00,103,3419
2016/7/9 21:00,78,3326
2016/7/9 22:00,58,3222
2016/7/9 23:00,37,3337
2016/7/10 0:00,74,3626
2016/7/10 1:00,53,3706
2016/7/10 2:00,22,3325
2016/7/10 3:00,22,3258
2016/7/10 4:00,23,3116
2016/7/10 5:00,22,2894
2016/7/10 6:00,22,2818
2016/7/10 7:00,22,2838
2016/7/10 8:00,24,2783
2016/7/10 9:00,20,2876
2016/7/10 10:00,48,2862
2016/7/10 11:00,78,3248
2016/7/10 12:00,74,3351
2016/7/10 13:00,97,3401
2016/7/10 14:00,74,3581
2016/7/10 15:00,72,3500
2016/7/10 16:00,94,3390
2016/7/10 17:00,74,3297
2016/7/10 18:00,67,3314
2016/7/10 19:00,71,3458
2016/7/10 20:00,18,3468
2016/7/10 21:00,62,3373
2016/7/10 22:00,71,3225
2016/7/10 23:00,60,3494
2016/7/11 0:00,18,3618
2016/7/11 1:00,65,3824
2016/7/11 2:00,71,3610
2016/7/11 3:00,67,3463
2016/7/11 4:00,16,3293
2016/7/11 5:00,66,3095
2016/7/11 6:00,78,3001
2016/7/11 7:00,30,3000
2016/7/11 8:00,40,2943
2016/7/11 9:00,69,3001
2016/7/11 10:00,40,3000
2016/7/11 11:00,133,3231
2016/7/11 12:00,77,3355
2016/7/11 13:00,42,3317
2016/7/11 14:00,74,3507
2016/7/11 15:00,71,3511
2016/7/11 16:00,64,3267
2016/7/11 17:00,44,3349
2016/7/11 18:00,69,3514
2016/7/11 19:00,101,3631
2016/7/11 20:00,74,3486
2016/7/11 21:00,72,3567
2016/7/11 22:00,76,3404
2016/7/11 23:00,76,3617
2016/7/12 0:00,74,3533
2016/7/12 1:00,56,3720
2016/7/12 2:00,20,3496
2016/7/12 3:00,23,3359
2016/7/12 4:00,20,3202
2016/7/12 5:00,20,3080
2016/7/12 6:00,20,2964
2016/7/12 7:00,22,2962
2016/7/12 8:00,22,2893
2016/7/12 9:00,22,3008
2016/7/12 10:00,67,2956
2016/7/12 11:00,100,3314
2016/7/12 12:00,67,3456
2016/7/12 13:00,66,3474
2016/7/12 14:00,67,3532
2016/7/12 15:00,87,3460
2016/7/12 16:00,65,3399
2016/7/12 17:00,71,3501
2016/7/12 18:00,92,3474
2016/7/12 19:00,74,3591
2016/7/12 20:00,35,3557
2016/7/12 21:00,73,3512
2016/7/12 22:00,76,3377
2016/7/12 23:00,37,3490
2016/7/13 0:00,76,3637
2016/7/13 1:00,64,3787
2016/7/13 2:00,21,3597
2016/7/13 3:00,70,3596
2016/7/13 4:00,61,3307
2016/7/13 5:00,18,3130
2016/7/13 6:00,35,3049
2016/7/13 7:00,70,3062
2016/7/13 8:00,71,2996
2016/7/13 9:00,58,3072
2016/7/13 10:00,12,2982
2016/7/13 11:00,81,3292
2016/7/13 12:00,68,3609
2016/7/13 13:00,66,3712
2016/7/13 14:00,68,3637
2016/7/13 15:00,79,3621
2016/7/13 16:00,22,3583
2016/7/13 17:00,37,3484
2016/7/13 18:00,70,3539
2016/7/13 19:00,98,3610
2016/7/13 20:00,40,3534
2016/7/13 21:00,74,3513
2016/7/13 22:00,72,3386
2016/7/13 23:00,41,3572
2016/7/14 0:00,72,3678
2016/7/14 1:00,45,3829
2016/7/14 2:00,20,3558
2016/7/14 3:00,18,3500
2016/7/14 4:00,20,3273
2016/7/14 5:00,20,3131
2016/7/14 6:00,20,2994
2016/7/14 7:00,20,2970
2016/7/14 8:00,18,2875
2016/7/14 9:00,20,2946
2016/7/14 10:00,52,2918
2016/7/14 11:00,74,2941
2016/7/14 12:00,78,2928
2016/7/14 13:00,101,2869
2016/7/14 14:00,73,2913
2016/7/14 15:00,73,3002
2016/7/14 16:00,98,3021
2016/7/14 17:00,71,3142
2016/7/14 18:00,90,3157
2016/7/14 19:00,84,3090
2016/7/14 20:00,76,3166
2016/7/14 21:00,74,3332
2016/7/14 22:00,76,3157
2016/7/14 23:00,76,3310
2016/7/15 0:00,51,3318
2016/7/15 1:00,22,3437
2016/7/15 2:00,20,3321
2016/7/15 3:00,22,3225
2016/7/15 4:00,23,3183
2016/7/15 5:00,22,3101
2016/7/15 6:00,22,2928
2016/7/15 7:00,20,2892
2016/7/15 8:00,24,2874
2016/7/15 9:00,20,2848
2016/7/15 10:00,58,2918
2016/7/15 11:00,74,2780
2016/7/15 12:00,93,2855
2016/7/15 13:00,78,2823
2016/7/15 14:00,75,2860
2016/7/15 15:00,74,2886
2016/7/15 16:00,102,2837
2016/7/15 17:00,73,2829
2016/7/15 18:00,103,2878
2016/7/15 19:00,73,2871
2016/7/15 20:00,31,2826
2016/7/15 21:00,20,2895
2016/7/15 22:00,70,2874
2016/7/15 23:00,75,2881
2016/7/16 0:00,72,2851
2016/7/16 1:00,60,2873
2016/7/16 2:00,22,2882
2016/7/16 3:00,22,2881
2016/7/16 4:00,22,2791
2016/7/16 5:00,22,2782
2016/7/16 6:00,20,2770
2016/7/16 7:00,23,2851
2016/7/16 8:00,20,2794
2016/7/16 9:00,22,2881
2016/7/16 10:00,37,3002
2016/7/16 11:00,66,3355
2016/7/16 12:00,65,3570
2016/7/16 13:00,66,3558
2016/7/16 14:00,65,3626
2016/7/16 15:00,66,3512
2016/7/16 16:00,119,3415
2016/7/16 17:00,74,3389
2016/7/16 18:00,67,3399
2016/7/16 19:00,83,3411
2016/7/16 20:00,75,3484
2016/7/16 21:00,62,3433
2016/7/16 22:00,18,3315
2016/7/16 23:00,49,3481
2016/7/17 0:00,74,3657
2016/7/17 1:00,28,3752
2016/7/17 2:00,26,3516
2016/7/17 3:00,27,3477
2016/7/17 4:00,41,3213
2016/7/17 5:00,38,3052
2016/7/17 6:00,44,2991
2016/7/17 7:00,80,2940
2016/7/17 8:00,40,2852
2016/7/17 9:00,38,2954
2016/7/17 10:00,68,3052
2016/7/17 11:00,67,3363
2016/7/17 12:00,68,3609
2016/7/17 13:00,67,3554
2016/7/17 14:00,78,3633
2016/7/17 15:00,61,3550
2016/7/17 16:00,31,3549
2016/7/17 17:00,68,3602
2016/7/17 18:00,64,3507
2016/7/17 19:00,78,3554
2016/7/17 20:00,74,3499
2016/7/17 21:00,60,3461
2016/7/17 22:00,24,3379
2016/7/17 23:00,36,3557
2016/7/18 0:00,74,3566
2016/7/18 1:00,37,3646
2016/7/18 2:00,24,3576
2016/7/18 3:00,70,3475
2016/7/18 4:00,78,3249
2016/7/18 5:00,35,3120
2016/7/18 6:00,59,2974
2016/7/18 7:00,76,2941
2016/7/18 8:00,32,2915
2016/7/18 9:00,57,2967
2016/7/18 10:00,13,2937
2016/7/18 11:00,19,3408
2016/7/18 12:00,64,3585
2016/7/18 13:00,98,3557
2016/7/18 14:00,72,3576
2016/7/18 15:00,79,3544
2016/7/18 16:00,66,3388
2016/7/18 17:00,47,3468
2016/7/18 18:00,13,3426
2016/7/18 19:00,39,3588
2016/7/18 20:00,75,3523
2016/7/18 21:00,97,3557
2016/7/18 22:00,72,3431
2016/7/18 23:00,74,3558
2016/7/19 0:00,46,3505
2016/7/19 1:00,35,3488
2016/7/19 2:00,20,3339
2016/7/19 3:00,24,3304
2016/7/19 4:00,20,3153
2016/7/19 5:00,20,3050
2016/7/19 6:00,20,2933
2016/7/19 7:00,22,2931
2016/7/19 8:00,18,2854
2016/7/19 9:00,20,2997
2016/7/19 10:00,59,2921
2016/7/19 11:00,107,3261
2016/7/19 12:00,76,3414
2016/7/19 13:00,68,3400
2016/7/19 14:00,74,3549
2016/7/19 15:00,73,3406
2016/7/19 16:00,58,3456
2016/7/19 17:00,50,3575
2016/7/19 18:00,66,3442
2016/7/19 19:00,114,3607
2016/7/19 20:00,74,3543
2016/7/19 21:00,74,3401
2016/7/19 22:00,74,3297
2016/7/19 23:00,77,3527
2016/7/20 0:00,76,3646
2016/7/20 1:00,57,3724
2016/7/20 2:00,24,3553
2016/7/20 3:00,67,3546
2016/7/20 4:00,40,3309
2016/7/20 5:00,24,3121
2016/7/20 6:00,65,3116
2016/7/20 7:00,80,2958
2016/7/20 8:00,38,2915
2016/7/20 9:00,22,3065
2016/7/20 10:00,57,3065
2016/7/20 11:00,64,3413
2016/7/20 12:00,73,3506
2016/7/20 13:00,75,3551
2016/7/20 14:00,74,3592
2016/7/20 15:00,72,3612
2016/7/20 16:00,52,3351
2016/7/20 17:00,57,3418
2016/7/20 18:00,68,3477
2016/7/20 19:00,113,3605
2016/7/20 20:00,92,3395
2016/7/20 21:00,78,3433
2016/7/20 22:00,79,3430
2016/7/20 23:00,68,3636
2016/7/21 0:00,62,3800
2016/7/21 1:00,65,3781
2016/7/21 2:00,22,3518
2016/7/21 3:00,37,3585
2016/7/21 4:00,72,3328
2016/7/21 5:00,74,3254
2016/7/21 6:00,71,3144
2016/7/21 7:00,27,3080
2016/7/21 8:00,16,2976
2016/7/21 9:00,63,3093
2016/7/21 10:00,67,3071
2016/7/21 11:00,66,3055
2016/7/21 12:00,68,3048
2016/7/21 13:00,75,3039
2016/7/21 14:00,67,3106
2016/7/21 15:00,40,3178
2016/7/21 16:00,26,3122
2016/7/21 17:00,69,3314
2016/7/21 18:00,67,3333
2016/7/21 19:00,74,3257
2016/7/21 20:00,80,3261
2016/7/21 21:00,72,3337
2016/7/21 22:00,74,3226
2016/7/21 23:00,76,3346
2016/7/22 0:00,74,3405
2016/7/22 1:00,47,3541
2016/7/22 2:00,20,3342
2016/7/22 3:00,22,3166
2016/7/22 4:00,20,3110
2016/7/22 5:00,20,2990
2016/7/22 6:00,20,2945
2016/7/22 7:00,22,2853
2016/7/22 8:00,22,2801
2016/7/22 9:00,20,2877
2016/7/22 10:00,57,2905
2016/7/22 11:00,67,2866
2016/7/22 12:00,83,2827
2016/7/22 13:00,66,2828
2016/7/22 14:00,68,2886
2016/7/22 15:00,67,2975
2016/7/22 16:00,23,2992
2016/7/22 17:00,67,3020
2016/7/22 18:00,66,2960
2016/7/22 19:00,97,2982
2016/7/22 20:00,49,3017
2016/7/22 21:00,38,3120
2016/7/22 22:00,74,2989
2016/7/22 23:00,74,2974
2016/7/23 0:00,74,2907
2016/7/23 1:00,56,2835
2016/7/23 2:00,20,2858
2016/7/23 3:00,20,2919
2016/7/23 4:00,22,2934
2016/7/23 5:00,22,2882
2016/7/23 6:00,20,2812
2016/7/23 7:00,18,2773
2016/7/23 8:00,20,2835
2016/7/23 9:00,20,3061
2016/7/23 10:00,49,3053
2016/7/23 11:00,93,3435
2016/7/23 12:00,74,3628
2016/7/23 13:00,96,3570
2016/7/23 14:00,67,3632
2016/7/23 15:00,65,3554
2016/7/23 16:00,66,3422
2016/7/23 17:00,66,3535
2016/7/23 18:00,67,3645
2016/7/23 19:00,70,3669
2016/7/23 20:00,96,3573
2016/7/23 21:00,72,3544
2016/7/23 22:00,72,3447
2016/7/23 23:00,74,3662
2016/7/24 0:00,63,3817
2016/7/24 1:00,55,3821
2016/7/24 2:00,22,3562
2016/7/24 3:00,48,3441
2016/7/24 4:00,72,3173
2016/7/24 5:00,70,3140
2016/7/24 6:00,73,3122
2016/7/24 7:00,71,3051
2016/7/24 8:00,45,3030
2016/7/24 9:00,46,3127
2016/7/24 10:00,11,3144
2016/7/24 11:00,54,3642
2016/7/24 12:00,65,3744
2016/7/24 13:00,97,3557
2016/7/24 14:00,65,3737
2016/7/24 15:00,65,3764
2016/7/24 16:00,66,3642
2016/7/24 17:00,13,3599
2016/7/24 18:00,11,3570
2016/7/24 19:00,91,3730
2016/7/24 20:00,41,3618
2016/7/24 21:00,18,3549
2016/7/24 22:00,17,3402
2016/7/24 23:00,16,3635
2016/7/25 0:00,18,3754
2016/7/25 1:00,18,3877
2016/7/25 2:00,25,3628
2016/7/25 3:00,24,3587
2016/7/25 4:00,20,3333
2016/7/25 5:00,22,3238
2016/7/25 6:00,22,3090
2016/7/25 7:00,20,3022
2016/7/25 8:00,20,3026
2016/7/25 9:00,11,3095
2016/7/25 10:00,10,3131
2016/7/25 11:00,9,3572
2016/7/25 12:00,34,3516
2016/7/25 13:00,57,3500
2016/7/25 14:00,53,3613
2016/7/25 15:00,37,3678
2016/7/25 16:00,29,3504
2016/7/25 17:00,60,3429
2016/7/25 18:00,58,3420
2016/7/25 19:00,58,3609
2016/7/25 20:00,61,3675
2016/7/25 21:00,28,3636
2016/7/25 22:00,55,3501
2016/7/25 23:00,78,3704
2016/7/26 0:00,80,3665
2016/7/26 1:00,78,3655
2016/7/26 2:00,40,3510
2016/7/26 3:00,45,3409
2016/7/26 4:00,74,3210
2016/7/26 5:00,29,3128
2016/7/26 6:00,70,3015
2016/7/26 7:00,85,2845
2016/7/26 8:00,40,2926
2016/7/26 9:00,24,3018
2016/7/26 10:00,68,2996
2016/7/26 11:00,69,3407
2016/7/26 12:00,69,3582
2016/7/26 13:00,68,3541
2016/7/26 14:00,78,3681
2016/7/26 15:00,58,3670
2016/7/26 16:00,11,3524
2016/7/26 17:00,68,3604
2016/7/26 18:00,69,3699
2016/7/26 19:00,71,3724
2016/7/26 20:00,99,3751
2016/7/26 21:00,76,3751
2016/7/26 22:00,83,3579
2016/7/26 23:00,94,3799
2016/7/27 0:00,39,3733
2016/7/27 1:00,44,3786
2016/7/27 2:00,68,3658
2016/7/27 3:00,27,3611
2016/7/27 4:00,68,3382
2016/7/27 5:00,33,3241
2016/7/27 6:00,50,3169
2016/7/27 7:00,82,3033
2016/7/27 8:00,39,3043
2016/7/27 9:00,27,3105
2016/7/27 10:00,68,3127
2016/7/27 11:00,93,3534
2016/7/27 12:00,61,3683
2016/7/27 13:00,72,3687
2016/7/27 14:00,69,3746
2016/7/27 15:00,67,3639
2016/7/27 16:00,77,3626
2016/7/27 17:00,60,3586
2016/7/27 18:00,26,3595
2016/7/27 19:00,97,3633
2016/7/27 20:00,72,3540
2016/7/27 21:00,74,3522
2016/7/27 22:00,54,3378
2016/7/27 23:00,22,3573
2016/7/28 0:00,68,3548
2016/7/28 1:00,60,3802
2016/7/28 2:00,77,3709
2016/7/28 3:00,27,3528
2016/7/28 4:00,21,3317
2016/7/28 5:00,60,3268
2016/7/28 6:00,16,3135
2016/7/28 7:00,27,3077
2016/7/28 8:00,70,3068
2016/7/28 9:00,64,2971
2016/7/28 10:00,12,3059
2016/7/28 11:00,68,3057
2016/7/28 12:00,106,3110
2016/7/28 13:00,48,3079
2016/7/28 14:00,71,3197
2016/7/28 15:00,73,3061
2016/7/28 16:00,70,3084
2016/7/28 17:00,49,3158
2016/7/28 18:00,13,3220
2016/7/28 19:00,57,3081
2016/7/28 20:00,98,3153
2016/7/28 21:00,72,3297
2016/7/28 22:00,74,3214
2016/7/28 23:00,76,3357
2016/7/29 0:00,74,3304
2016/7/29 1:00,56,3379
2016/7/29 2:00,18,3258
2016/7/29 3:00,18,3120
2016/7/29 4:00,16,2980
2016/7/29 5:00,20,2988
2016/7/29 6:00,19,2889
2016/7/29 7:00,18,2825
2016/7/29 8:00,18,2814
2016/7/29 9:00,16,2861
2016/7/29 10:00,51,2817
2016/7/29 11:00,74,2818
2016/7/29 12:00,74,2757
2016/7/29 13:00,94,2843
2016/7/29 14:00,74,2890
2016/7/29 15:00,73,2923
2016/7/29 16:00,98,2913
2016/7/29 17:00,61,2915
2016/7/29 18:00,23,2913
2016/7/29 19:00,101,2967
2016/7/29 20:00,74,2954
2016/7/29 21:00,72,3041
2016/7/29 22:00,76,2838
2016/7/29 23:00,74,2848
2016/7/30 0:00,75,2781
2016/7/30 1:00,42,2760
2016/7/30 2:00,25,2837
2016/7/30 3:00,22,2921
2016/7/30 4:00,22,2848
2016/7/30 5:00,22,2845
2016/7/30 6:00,24,2808
2016/7/30 7:00,22,2789
2016/7/30 8:00,22,2825
2016/7/30 9:00,22,2958
2016/7/30 10:00,44,2986
2016/7/30 11:00,68,3435
2016/7/30 12:00,105,3484
2016/7/30 13:00,73,3415
2016/7/30 14:00,67,3624
2016/7/30 15:00,67,3542
2016/7/30 16:00,66,3255
2016/7/30 17:00,65,3421
2016/7/30 18:00,71,3413
2016/7/30 19:00,91,3407
2016/7/30 20:00,57,3349
2016/7/30 21:00,68,3296
2016/7/30 22:00,83,3197
2016/7/30 23:00,43,3333
2016/7/31 0:00,45,3462
2016/7/31 1:00,79,3572
2016/7/31 2:00,57,3350
2016/7/31 3:00,24,3323
2016/7/31 4:00,59,3179
2016/7/31 5:00,69,3033
2016/7/31 6:00,28,2855
2016/7/31 7:00,17,2909
2016/7/31 8:00,14,2899
2016/7/31 9:00,52,2951
2016/7/31 10:00,66,3053
2016/7/31 11:00,94,3340
2016/7/31 12:00,105,3560
2016/7/31 13:00,66,3376
2016/7/31 14:00,68,3591
2016/7/31 15:00,65,3512
2016/7/31 16:00,75,3456
2016/7/31 17:00,33,3342
2016/7/31 18:00,66,3334
2016/7/31 19:00,71,3529
2016/7/31 20:00,35,3399
2016/7/31 21:00,22,3362
2016/7/31 22:00,20,3277
2016/7/31 23:00,20,3375
2016/8/1 0:00,20,3548
2016/8/1 1:00,20,3678
2016/8/1 2:00,22,3475
2016/8/1 3:00,22,3371
2016/8/1 4:00,20,3172
2016/8/1 5:00,22,3017
2016/8/1 6:00,22,2928
2016/8/1 7:00,23,2901
2016/8/1 8:00,22,2901
2016/8/1 9:00,18,2883
2016/8/1 10:00,11,2969
2016/8/1 11:00,33,3495
2016/8/1 12:00,58,3528
2016/8/1 13:00,9,3517
2016/8/1 14:00,19,3664
2016/8/1 15:00,22,3655
2016/8/1 16:00,10,3458
2016/8/1 17:00,22,3400
2016/8/1 18:00,34,3355
2016/8/1 19:00,30,3737
2016/8/1 20:00,23,3595
2016/8/1 21:00,12,3518
2016/8/1 22:00,11,3396
2016/8/1 23:00,13,3654
2016/8/2 0:00,26,3533
2016/8/2 1:00,46,3618
2016/8/2 2:00,10,3431
2016/8/2 3:00,12,3339
2016/8/2 4:00,12,3264
2016/8/2 5:00,11,3178
2016/8/2 6:00,12,3016
2016/8/2 7:00,12,3007
2016/8/2 8:00,13,2967
2016/8/2 9:00,11,2994
2016/8/2 10:00,12,3080
2016/8/2 11:00,60,3425
2016/8/2 12:00,42,3520
2016/8/2 13:00,54,3624
2016/8/2 14:00,57,3467
2016/8/2 15:00,12,3397
2016/8/2 16:00,56,3437
2016/8/2 17:00,52,3441
2016/8/2 18:00,39,3484
2016/8/2 19:00,39,3498
2016/8/2 20:00,11,3495
2016/8/2 21:00,13,3411
2016/8/2 22:00,13,3257
2016/8/2 23:00,14,3341
2016/8/3 0:00,13,3537
2016/8/3 1:00,12,3800
2016/8/3 2:00,12,3517
2016/8/3 3:00,12,3447
2016/8/3 4:00,12,3228
2016/8/3 5:00,12,3135
2016/8/3 6:00,12,3032
2016/8/3 7:00,13,2953
2016/8/3 8:00,12,2976
2016/8/3 9:00,11,2981
2016/8/3 10:00,14,3075
2016/8/3 11:00,44,3435
2016/8/3 12:00,17,3525
2016/8/3 13:00,14,3433
2016/8/3 14:00,15,3549
2016/8/3 15:00,14,3512
2016/8/3 16:00,13,3455
2016/8/3 17:00,15,3519
2016/8/3 18:00,10,3521
2016/8/3 19:00,8,3568
2016/8/3 20:00,14,3388
2016/8/3 21:00,16,3351
2016/8/3 22:00,16,3289
2016/8/3 23:00,16,3371
2016/8/4 0:00,18,3518
2016/8/4 1:00,16,3712
2016/8/4 2:00,16,3544
2016/8/4 3:00,16,3377
2016/8/4 4:00,18,3226
2016/8/4 5:00,16,3106
2016/8/4 6:00,18,2949
2016/8/4 7:00,16,2938
2016/8/4 8:00,16,2941
2016/8/4 9:00,16,2984
2016/8/4 10:00,10,2986
2016/8/4 11:00,8,3021
2016/8/4 12:00,43,3011
2016/8/4 13:00,13,2973
2016/8/4 14:00,9,2999
2016/8/4 15:00,27,2954
2016/8/4 16:00,27,3028
2016/8/4 17:00,12,3079
2016/8/4 18:00,10,2922
2016/8/4 19:00,12,2928
2016/8/4 20:00,17,2969
2016/8/4 21:00,15,3143
2016/8/4 22:00,16,3090
2016/8/4 23:00,19,3194
2016/8/5 0:00,15,3218
2016/8/5 1:00,18,3344
2016/8/5 2:00,16,3251
2016/8/5 3:00,15,3145
2016/8/5 4:00,16,3084
2016/8/5 5:00,16,2975
2016/8/5 6:00,15,2843
2016/8/5 7:00,16,2849
2016/8/5 8:00,18,2858
2016/8/5 9:00,15,2855
2016/8/5 10:00,16,2884
2016/8/5 11:00,27,2858
2016/8/5 12:00,42,2706
2016/8/5 13:00,8,2747
2016/8/5 14:00,25,2806
2016/8/5 15:00,24,2855
2016/8/5 16:00,8,2910
2016/8/5 17:00,14,2860
2016/8/5 18:00,20,2846
2016/8/5 19:00,8,2882
2016/8/5 20:00,12,2932
2016/8/5 21:00,13,3050
2016/8/5 22:00,13,2960
2016/8/5 23:00,14,2965
2016/8/6 0:00,13,2883
2016/8/6 1:00,15,2976
2016/8/6 2:00,13,2957
2016/8/6 3:00,13,2975
2016/8/6 4:00,14,2936
2016/8/6 5:00,14,2935
2016/8/6 6:00,14,2819
2016/8/6 7:00,13,2898
2016/8/6 8:00,14,2916
2016/8/6 9:00,14,3123
2016/8/6 10:00,29,3214
2016/8/6 11:00,36,3654
