date,0,OT
1990/5/15 0:00,0.7804,0.5918
1990/5/16 0:00,0.7815,0.5892
1990/5/17 0:00,0.7899,0.5918
1990/5/18 0:00,0.7915,0.5928
1990/5/19 0:00,0.7819,0.5923
1990/5/20 0:00,0.7838,0.595
1990/5/21 0:00,0.7839,0.5937
1990/5/22 0:00,0.7858,0.5942
1990/5/23 0:00,0.7859,0.5918
1990/5/24 0:00,0.7792,0.5894
1990/5/25 0:00,0.7897,0.5888
1990/5/26 0:00,0.7916,0.591
1990/5/27 0:00,0.7938,0.5918
1990/5/28 0:00,0.794,0.594
1990/5/29 0:00,0.7859,0.589
1990/5/30 0:00,0.785,0.5936
1990/5/31 0:00,0.79,0.5987
1990/6/1 0:00,0.7925,0.6017
1990/6/2 0:00,0.7953,0.6018
1990/6/3 0:00,0.7992,0.601
1990/6/4 0:00,0.7977,0.6015
1990/6/5 0:00,0.8025,0.6085
1990/6/6 0:00,0.8061,0.6075
1990/6/7 0:00,0.8071,0.618
1990/6/8 0:00,0.8045,0.6173
1990/6/9 0:00,0.807,0.619
1990/6/10 0:00,0.808,0.6197
1990/6/11 0:00,0.8162,0.622
1990/6/12 0:00,0.8205,0.6258
1990/6/13 0:00,0.8293,0.6308
1990/6/14 0:00,0.833,0.6295
1990/6/15 0:00,0.8311,0.628
1990/6/16 0:00,0.8302,0.6313
1990/6/17 0:00,0.8325,0.6303
1990/6/18 0:00,0.8168,0.6132
1990/6/19 0:00,0.816,0.6153
1990/6/20 0:00,0.8147,0.6165
1990/6/21 0:00,0.8278,0.624
1990/6/22 0:00,0.8237,0.6255
1990/6/23 0:00,0.8208,0.6233
1990/6/24 0:00,0.8123,0.6202
1990/6/25 0:00,0.817,0.6185
1990/6/26 0:00,0.8187,0.6215
1990/6/27 0:00,0.821,0.624
1990/6/28 0:00,0.8267,0.6275
1990/6/29 0:00,0.8316,0.623
1990/6/30 0:00,0.8335,0.625
1990/7/1 0:00,0.8291,0.6225
1990/7/2 0:00,0.8266,0.619
1990/7/3 0:00,0.8288,0.613
1990/7/4 0:00,0.8315,0.6215
1990/7/5 0:00,0.8303,0.6204
1990/7/6 0:00,0.831,0.6183
1990/7/7 0:00,0.8267,0.616
1990/7/8 0:00,0.8254,0.615
1990/7/9 0:00,0.8311,0.619
1990/7/10 0:00,0.8298,0.618
1990/7/11 0:00,0.832,0.6183
1990/7/12 0:00,0.833,0.6165
1990/7/13 0:00,0.8351,0.6163
1990/7/14 0:00,0.8337,0.6193
1990/7/15 0:00,0.8265,0.6168
1990/7/16 0:00,0.814,0.6155
1990/7/17 0:00,0.8183,0.6167
1990/7/18 0:00,0.7888,0.6065
1990/7/19 0:00,0.787,0.604
1990/7/20 0:00,0.7775,0.598
1990/7/21 0:00,0.769,0.6
1990/7/22 0:00,0.782,0.605
1990/7/23 0:00,0.782,0.607
1990/7/24 0:00,0.778,0.6048
1990/7/25 0:00,0.7804,0.6063
1990/7/26 0:00,0.7833,0.609
1990/7/27 0:00,0.7812,0.6098
1990/7/28 0:00,0.7835,0.613
1990/7/29 0:00,0.7821,0.6141
1990/7/30 0:00,0.7848,0.6145
1990/7/31 0:00,0.7837,0.6115
1990/8/1 0:00,0.7765,0.6071
1990/8/2 0:00,0.782,0.6145
1990/8/3 0:00,0.787,0.6145
1990/8/4 0:00,0.7785,0.6135
1990/8/5 0:00,0.7781,0.612
1990/8/6 0:00,0.7794,0.6105
1990/8/7 0:00,0.7725,0.6125
1990/8/8 0:00,0.7707,0.61
1990/8/9 0:00,0.772,0.6095
1990/8/10 0:00,0.7635,0.6095
1990/8/11 0:00,0.7653,0.6118
1990/8/12 0:00,0.7635,0.6125
1990/8/13 0:00,0.7658,0.6137
1990/8/14 0:00,0.7663,0.6119
1990/8/15 0:00,0.7684,0.6113
1990/8/16 0:00,0.7691,0.61
1990/8/17 0:00,0.7722,0.6092
1990/8/18 0:00,0.774,0.609
1990/8/19 0:00,0.7768,0.61
1990/8/20 0:00,0.7773,0.6093
1990/8/21 0:00,0.7692,0.609
1990/8/22 0:00,0.77,0.6008
1990/8/23 0:00,0.7735,0.6025
1990/8/24 0:00,0.7667,0.6043
1990/8/25 0:00,0.7677,0.6005
1990/8/26 0:00,0.766,0.6011
1990/8/27 0:00,0.7581,0.596
1990/8/28 0:00,0.7675,0.5985
1990/8/29 0:00,0.766,0.5913
1990/8/30 0:00,0.7701,0.5872
1990/8/31 0:00,0.771,0.5997
1990/9/1 0:00,0.7734,0.59
1990/9/2 0:00,0.773,0.586
1990/9/3 0:00,0.774,0.5855
1990/9/4 0:00,0.774,0.586
1990/9/5 0:00,0.7675,0.585
1990/9/6 0:00,0.77,0.5855
1990/9/7 0:00,0.772,0.5865
1990/9/8 0:00,0.7735,0.5918
1990/9/9 0:00,0.7784,0.5935
1990/9/10 0:00,0.7793,0.5911
1990/9/11 0:00,0.7775,0.592
1990/9/12 0:00,0.7785,0.5923
1990/9/13 0:00,0.7728,0.5906
1990/9/14 0:00,0.7733,0.5905
1990/9/15 0:00,0.7728,0.5937
1990/9/16 0:00,0.7765,0.593
1990/9/17 0:00,0.781,0.594
1990/9/18 0:00,0.7889,0.5972
1990/9/19 0:00,0.7817,0.5943
1990/9/20 0:00,0.7778,0.5947
1990/9/21 0:00,0.782,0.596
1990/9/22 0:00,0.7841,0.596
1990/9/23 0:00,0.7787,0.5968
1990/9/24 0:00,0.776,0.5966
1990/9/25 0:00,0.7812,0.5975
1990/9/26 0:00,0.7836,0.6002
1990/9/27 0:00,0.785,0.5995
1990/9/28 0:00,0.7826,0.5987
1990/9/29 0:00,0.782,0.5997
1990/9/30 0:00,0.7817,0.6002
1990/10/1 0:00,0.7765,0.5995
1990/10/2 0:00,0.7787,0.6003
1990/10/3 0:00,0.7816,0.603
1990/10/4 0:00,0.7796,0.6007
1990/10/5 0:00,0.7793,0.601
1990/10/6 0:00,0.7809,0.6032
1990/10/7 0:00,0.7875,0.6071
1990/10/8 0:00,0.7869,0.6062
1990/10/9 0:00,0.7886,0.6058
1990/10/10 0:00,0.788,0.6045
1990/10/11 0:00,0.7873,0.5993
1990/10/12 0:00,0.788,0.5992
1990/10/13 0:00,0.7838,0.5972
1990/10/14 0:00,0.7833,0.5974
1990/10/15 0:00,0.784,0.6002
1990/10/16 0:00,0.7836,0.5988
1990/10/17 0:00,0.7853,0.5995
1990/10/18 0:00,0.7848,0.601
1990/10/19 0:00,0.7763,0.5977
1990/10/20 0:00,0.7727,0.5977
1990/10/21 0:00,0.7669,0.598
1990/10/22 0:00,0.7673,0.5979
1990/10/23 0:00,0.7651,0.596
1990/10/24 0:00,0.7688,0.5968
1990/10/25 0:00,0.7713,0.5965
1990/10/26 0:00,0.7679,0.593
1990/10/27 0:00,0.7696,0.594
1990/10/28 0:00,0.7683,0.5953
1990/10/29 0:00,0.7712,0.5957
1990/10/30 0:00,0.773,0.5945
1990/10/31 0:00,0.771,0.5891
1990/11/1 0:00,0.7713,0.5865
1990/11/2 0:00,0.7742,0.5865
1990/11/3 0:00,0.775,0.5865
1990/11/4 0:00,0.773,0.5865
1990/11/5 0:00,0.775,0.5873
1990/11/6 0:00,0.775,0.59
1990/11/7 0:00,0.7786,0.5928
1990/11/8 0:00,0.7842,0.5925
1990/11/9 0:00,0.786,0.5943
1990/11/10 0:00,0.7846,0.5917
1990/11/11 0:00,0.7857,0.5905
1990/11/12 0:00,0.7871,0.591
1990/11/13 0:00,0.7818,0.5898
1990/11/14 0:00,0.7844,0.5895
1990/11/15 0:00,0.7803,0.5896
1990/11/16 0:00,0.7799,0.5921
1990/11/17 0:00,0.779,0.5908
1990/11/18 0:00,0.7776,0.5909
1990/11/19 0:00,0.7728,0.5885
1990/11/20 0:00,0.7703,0.5841
1990/11/21 0:00,0.775,0.5885
1990/11/22 0:00,0.7741,0.5843
1990/11/23 0:00,0.7768,0.5843
1990/11/24 0:00,0.7795,0.585
1990/11/25 0:00,0.7792,0.5847
1990/11/26 0:00,0.7788,0.588
1990/11/27 0:00,0.778,0.5853
1990/11/28 0:00,0.7764,0.5848
1990/11/29 0:00,0.7795,0.5875
1990/11/30 0:00,0.7807,0.5876
1990/12/1 0:00,0.7838,0.5887
1990/12/2 0:00,0.783,0.5899
1990/12/3 0:00,0.7838,0.5892
1990/12/4 0:00,0.7791,0.5875
1990/12/5 0:00,0.7788,0.5881
1990/12/6 0:00,0.7835,0.5896
1990/12/7 0:00,0.7834,0.5912
1990/12/8 0:00,0.7825,0.5902
1990/12/9 0:00,0.7824,0.5882
1990/12/10 0:00,0.7765,0.5888
1990/12/11 0:00,0.7715,0.5875
1990/12/12 0:00,0.7565,0.5785
1990/12/13 0:00,0.759,0.582
1990/12/14 0:00,0.7603,0.5825
1990/12/15 0:00,0.7605,0.5834
1990/12/16 0:00,0.7565,0.5828
1990/12/17 0:00,0.7594,0.581
1990/12/18 0:00,0.7575,0.5811
1990/12/19 0:00,0.76,0.583
1990/12/20 0:00,0.7603,0.5824
1990/12/21 0:00,0.7507,0.5795
1990/12/22 0:00,0.7515,0.5797
1990/12/23 0:00,0.752,0.5763
1990/12/24 0:00,0.755,0.574
1990/12/25 0:00,0.7548,0.5718
1990/12/26 0:00,0.754,0.5712
1990/12/27 0:00,0.7598,0.576
1990/12/28 0:00,0.763,0.575
1990/12/29 0:00,0.7631,0.5753
1990/12/30 0:00,0.7641,0.576
1990/12/31 0:00,0.765,0.5752
1991/1/1 0:00,0.7645,0.575
1991/1/2 0:00,0.765,0.5755
1991/1/3 0:00,0.767,0.5763
1991/1/4 0:00,0.7675,0.5773
1991/1/5 0:00,0.767,0.5754
1991/1/6 0:00,0.7651,0.5723
1991/1/7 0:00,0.7643,0.568
1991/1/8 0:00,0.7642,0.5685
1991/1/9 0:00,0.7651,0.5665
1991/1/10 0:00,0.7665,0.5686
1991/1/11 0:00,0.765,0.5667
1991/1/12 0:00,0.7664,0.5632
1991/1/13 0:00,0.7664,0.5618
1991/1/14 0:00,0.77,0.5624
1991/1/15 0:00,0.7738,0.5627
1991/1/16 0:00,0.7755,0.5645
1991/1/17 0:00,0.776,0.5648
1991/1/18 0:00,0.773,0.563
1991/1/19 0:00,0.7785,0.5674
1991/1/20 0:00,0.7755,0.5667
1991/1/21 0:00,0.7738,0.565
1991/1/22 0:00,0.7751,0.5664
1991/1/23 0:00,0.7758,0.571
1991/1/24 0:00,0.7761,0.5712
1991/1/25 0:00,0.7792,0.5711
1991/1/26 0:00,0.778,0.5708
1991/1/27 0:00,0.7765,0.5714
1991/1/28 0:00,0.779,0.5725
1991/1/29 0:00,0.7802,0.5757
1991/1/30 0:00,0.7822,0.574
1991/1/31 0:00,0.7835,0.5741
1991/2/1 0:00,0.7825,0.5735
1991/2/2 0:00,0.7835,0.5711
1991/2/3 0:00,0.7839,0.5717
1991/2/4 0:00,0.7825,0.5738
1991/2/5 0:00,0.7821,0.573
1991/2/6 0:00,0.7785,0.5731
1991/2/7 0:00,0.7776,0.5732
1991/2/8 0:00,0.779,0.5705
1991/2/9 0:00,0.7815,0.575
1991/2/10 0:00,0.784,0.5753
1991/2/11 0:00,0.7871,0.5755
1991/2/12 0:00,0.7855,0.5742
1991/2/13 0:00,0.7845,0.5735
1991/2/14 0:00,0.7841,0.573
1991/2/15 0:00,0.7845,0.5741
1991/2/16 0:00,0.7842,0.575
1991/2/17 0:00,0.7852,0.5744
1991/2/18 0:00,0.7781,0.5723
1991/2/19 0:00,0.7848,0.5745
1991/2/20 0:00,0.7856,0.5798
1991/2/21 0:00,0.7867,0.5814
1991/2/22 0:00,0.7905,0.5825
1991/2/23 0:00,0.7878,0.5822
1991/2/24 0:00,0.7896,0.582
1991/2/25 0:00,0.7958,0.5843
1991/2/26 0:00,0.7963,0.5863
1991/2/27 0:00,0.7995,0.587
1991/2/28 0:00,0.7957,0.5839
1991/3/1 0:00,0.7974,0.5843
1991/3/2 0:00,0.8011,0.5845
1991/3/3 0:00,0.8002,0.5856
1991/3/4 0:00,0.7961,0.5737
1991/3/5 0:00,0.7935,0.5643
1991/3/6 0:00,0.7965,0.5693
1991/3/7 0:00,0.7971,0.5678
1991/3/8 0:00,0.8004,0.5699
1991/3/9 0:00,0.7953,0.568
1991/3/10 0:00,0.794,0.5665
1991/3/11 0:00,0.796,0.5671
1991/3/12 0:00,0.7934,0.5673
1991/3/13 0:00,0.7955,0.568
1991/3/14 0:00,0.7943,0.5654
1991/3/15 0:00,0.797,0.5635
1991/3/16 0:00,0.8,0.5679
1991/3/17 0:00,0.7955,0.5661
1991/3/18 0:00,0.798,0.5658
1991/3/19 0:00,0.7968,0.566
1991/3/20 0:00,0.795,0.5628
1991/3/21 0:00,0.784,0.5526
1991/3/22 0:00,0.7854,0.5565
1991/3/23 0:00,0.7855,0.5565
1991/3/24 0:00,0.7871,0.5551
1991/3/25 0:00,0.7845,0.5563
1991/3/26 0:00,0.7791,0.5566
1991/3/27 0:00,0.7845,0.564
1991/3/28 0:00,0.7836,0.5633
1991/3/29 0:00,0.7854,0.5585
1991/3/30 0:00,0.7863,0.5618
1991/3/31 0:00,0.7851,0.5611
1991/4/1 0:00,0.7866,0.5654
1991/4/2 0:00,0.7883,0.5667
1991/4/3 0:00,0.789,0.566
1991/4/4 0:00,0.7911,0.5673
1991/4/5 0:00,0.7915,0.569
1991/4/6 0:00,0.7918,0.5682
1991/4/7 0:00,0.7888,0.567
1991/4/8 0:00,0.7868,0.564
1991/4/9 0:00,0.7844,0.561
1991/4/10 0:00,0.784,0.5627
1991/4/11 0:00,0.7855,0.5619
1991/4/12 0:00,0.7851,0.5623
1991/4/13 0:00,0.7818,0.5618
1991/4/14 0:00,0.7784,0.56
1991/4/15 0:00,0.7735,0.5566
1991/4/16 0:00,0.7728,0.5562
1991/4/17 0:00,0.772,0.5552
1991/4/18 0:00,0.7711,0.5588
1991/4/19 0:00,0.7705,0.5576
1991/4/20 0:00,0.773,0.557
1991/4/21 0:00,0.7737,0.554
1991/4/22 0:00,0.7731,0.5496
1991/4/23 0:00,0.7715,0.5507
1991/4/24 0:00,0.767,0.543
1991/4/25 0:00,0.7604,0.5435
1991/4/26 0:00,0.7601,0.544
1991/4/27 0:00,0.7608,0.5445
1991/4/28 0:00,0.7624,0.5435
1991/4/29 0:00,0.7597,0.5405
1991/4/30 0:00,0.7593,0.5403
1991/5/1 0:00,0.7565,0.5375
1991/5/2 0:00,0.7572,0.5379
1991/5/3 0:00,0.7641,0.5495
1991/5/4 0:00,0.7551,0.5515
1991/5/5 0:00,0.7564,0.5494
1991/5/6 0:00,0.7465,0.5442
1991/5/7 0:00,0.7365,0.5417
1991/5/8 0:00,0.742,0.5443
1991/5/9 0:00,0.7458,0.5435
1991/5/10 0:00,0.7415,0.5385
1991/5/11 0:00,0.7419,0.5397
1991/5/12 0:00,0.743,0.5415
1991/5/13 0:00,0.7504,0.5422
1991/5/14 0:00,0.7513,0.5405
1991/5/15 0:00,0.7449,0.5403
1991/5/16 0:00,0.7398,0.5405
1991/5/17 0:00,0.7383,0.5365
1991/5/18 0:00,0.7443,0.5409
1991/5/19 0:00,0.7431,0.5406
1991/5/20 0:00,0.748,0.5399
1991/5/21 0:00,0.7521,0.5402
1991/5/22 0:00,0.7524,0.54
1991/5/23 0:00,0.749,0.5415
1991/5/24 0:00,0.7457,0.5405
1991/5/25 0:00,0.748,0.5416
1991/5/26 0:00,0.751,0.5423
1991/5/27 0:00,0.7481,0.5412
1991/5/28 0:00,0.751,0.5408
1991/5/29 0:00,0.7514,0.5397
1991/5/30 0:00,0.7535,0.5407
1991/5/31 0:00,0.754,0.5415
1991/6/1 0:00,0.7541,0.5412
1991/6/2 0:00,0.7572,0.5412
1991/6/3 0:00,0.7558,0.5439
1991/6/4 0:00,0.7534,0.5422
1991/6/5 0:00,0.751,0.5401
1991/6/6 0:00,0.7525,0.5414
1991/6/7 0:00,0.7487,0.541
1991/6/8 0:00,0.7533,0.5463
1991/6/9 0:00,0.7538,0.5466
1991/6/10 0:00,0.7545,0.5471
1991/6/11 0:00,0.7527,0.5482
1991/6/12 0:00,0.7521,0.5453
1991/6/13 0:00,0.7542,0.547
1991/6/14 0:00,0.7552,0.5477
1991/6/15 0:00,0.7567,0.5473
1991/6/16 0:00,0.7571,0.5483
1991/6/17 0:00,0.7547,0.5481
1991/6/18 0:00,0.7536,0.5479
1991/6/19 0:00,0.7547,0.5472
1991/6/20 0:00,0.7549,0.5456
1991/6/21 0:00,0.7573,0.5463
1991/6/22 0:00,0.7602,0.548
1991/6/23 0:00,0.7599,0.5497
1991/6/24 0:00,0.7593,0.5492
1991/6/25 0:00,0.7605,0.5489
1991/6/26 0:00,0.7614,0.5484
1991/6/27 0:00,0.7638,0.5495
1991/6/28 0:00,0.7645,0.5504
1991/6/29 0:00,0.7659,0.549
1991/6/30 0:00,0.767,0.5483
1991/7/1 0:00,0.77,0.5463
1991/7/2 0:00,0.7666,0.545
1991/7/3 0:00,0.7663,0.5446
1991/7/4 0:00,0.7665,0.547
1991/7/5 0:00,0.7632,0.5439
1991/7/6 0:00,0.7628,0.5423
1991/7/7 0:00,0.7595,0.5421
1991/7/8 0:00,0.7628,0.5437
1991/7/9 0:00,0.7637,0.5435
1991/7/10 0:00,0.7638,0.5447
1991/7/11 0:00,0.7661,0.5453
1991/7/12 0:00,0.765,0.5445
1991/7/13 0:00,0.7667,0.5438
1991/7/14 0:00,0.767,0.543
1991/7/15 0:00,0.7645,0.5413
1991/7/16 0:00,0.7625,0.5377
1991/7/17 0:00,0.757,0.533
1991/7/18 0:00,0.754,0.534
1991/7/19 0:00,0.7562,0.5348
1991/7/20 0:00,0.7552,0.5376
1991/7/21 0:00,0.7589,0.5386
1991/7/22 0:00,0.7565,0.5372
1991/7/23 0:00,0.7538,0.537
1991/7/24 0:00,0.7582,0.5382
1991/7/25 0:00,0.7552,0.5374
1991/7/26 0:00,0.7513,0.5368
1991/7/27 0:00,0.7541,0.5371
1991/7/28 0:00,0.7503,0.5337
1991/7/29 0:00,0.7523,0.532
1991/7/30 0:00,0.7525,0.533
1991/7/31 0:00,0.7574,0.5347
1991/8/1 0:00,0.7574,0.534
1991/8/2 0:00,0.7583,0.534
1991/8/3 0:00,0.7575,0.5333
1991/8/4 0:00,0.7566,0.5326
1991/8/5 0:00,0.7582,0.5336
1991/8/6 0:00,0.7573,0.5348
1991/8/7 0:00,0.7585,0.5355
1991/8/8 0:00,0.758,0.5358
1991/8/9 0:00,0.7582,0.536
1991/8/10 0:00,0.7568,0.5352
1991/8/11 0:00,0.7574,0.5351
1991/8/12 0:00,0.7575,0.5356
1991/8/13 0:00,0.763,0.5373
1991/8/14 0:00,0.7629,0.5369
1991/8/15 0:00,0.763,0.5385
1991/8/16 0:00,0.764,0.5407
1991/8/17 0:00,0.7631,0.5442
1991/8/18 0:00,0.7617,0.5434
1991/8/19 0:00,0.7616,0.5433
1991/8/20 0:00,0.7586,0.5436
1991/8/21 0:00,0.7535,0.5417
1991/8/22 0:00,0.7534,0.5423
1991/8/23 0:00,0.7525,0.542
1991/8/24 0:00,0.7545,0.5435
1991/8/25 0:00,0.7522,0.546
1991/8/26 0:00,0.7495,0.5445
1991/8/27 0:00,0.7518,0.5443
1991/8/28 0:00,0.7518,0.545
1991/8/29 0:00,0.75,0.5447
1991/8/30 0:00,0.7465,0.5435
1991/8/31 0:00,0.7471,0.5438
1991/9/1 0:00,0.7477,0.5442
1991/9/2 0:00,0.7469,0.544
1991/9/3 0:00,0.7421,0.544
1991/9/4 0:00,0.7444,0.5448
1991/9/5 0:00,0.7447,0.5441
1991/9/6 0:00,0.7436,0.5438
1991/9/7 0:00,0.7466,0.5448
1991/9/8 0:00,0.7441,0.5455
1991/9/9 0:00,0.7463,0.5458
1991/9/10 0:00,0.7456,0.5467
1991/9/11 0:00,0.7469,0.5474
1991/9/12 0:00,0.7441,0.546
1991/9/13 0:00,0.7432,0.546
1991/9/14 0:00,0.7443,0.5482
1991/9/15 0:00,0.7455,0.5483
1991/9/16 0:00,0.7465,0.5475
1991/9/17 0:00,0.748,0.5481
1991/9/18 0:00,0.7481,0.5488
1991/9/19 0:00,0.746,0.5482
1991/9/20 0:00,0.7437,0.5461
1991/9/21 0:00,0.7438,0.5457
1991/9/22 0:00,0.7437,0.5453
1991/9/23 0:00,0.7441,0.5457
1991/9/24 0:00,0.7443,0.5453
1991/9/25 0:00,0.7439,0.5446
1991/9/26 0:00,0.7414,0.5443
1991/9/27 0:00,0.7363,0.544
1991/9/28 0:00,0.7372,0.5434
1991/9/29 0:00,0.7287,0.5426
1991/9/30 0:00,0.7182,0.5343
1991/10/1 0:00,0.7187,0.5371
1991/10/2 0:00,0.7211,0.538
1991/10/3 0:00,0.7203,0.5381
1991/10/4 0:00,0.7255,0.5398
1991/10/5 0:00,0.722,0.5401
1991/10/6 0:00,0.7207,0.5384
1991/10/7 0:00,0.7137,0.5383
1991/10/8 0:00,0.7112,0.5408
1991/10/9 0:00,0.7149,0.5415
1991/10/10 0:00,0.7165,0.5417
1991/10/11 0:00,0.717,0.5408
1991/10/12 0:00,0.7156,0.5392
1991/10/13 0:00,0.7174,0.5398
1991/10/14 0:00,0.7181,0.5401
1991/10/15 0:00,0.72,0.5402
1991/10/16 0:00,0.72,0.542
1991/10/17 0:00,0.7128,0.5383
1991/10/18 0:00,0.7183,0.5405
1991/10/19 0:00,0.7225,0.5436
1991/10/20 0:00,0.7254,0.5472
1991/10/21 0:00,0.7331,0.5537
1991/10/22 0:00,0.7311,0.545
1991/10/23 0:00,0.7302,0.5465
1991/10/24 0:00,0.7317,0.5465
1991/10/25 0:00,0.7325,0.5431
1991/10/26 0:00,0.7235,0.538
1991/10/27 0:00,0.722,0.5385
1991/10/28 0:00,0.7233,0.5379
1991/10/29 0:00,0.7225,0.538
1991/10/30 0:00,0.7165,0.5365
1991/10/31 0:00,0.713,0.5358
1991/11/1 0:00,0.7139,0.5372
1991/11/2 0:00,0.7141,0.5404
1991/11/3 0:00,0.7165,0.5433
1991/11/4 0:00,0.7205,0.545
1991/11/5 0:00,0.7194,0.5425
1991/11/6 0:00,0.7208,0.5432
1991/11/7 0:00,0.7176,0.5412
1991/11/8 0:00,0.7222,0.543
1991/11/9 0:00,0.7223,0.5431
1991/11/10 0:00,0.7224,0.5425
